순번,주제,용어,설명
415,금융,고객예탁금,투자자들이 주식을 사기 위해 증권회사에 일시적으로 맡겨 놓은 예수금이다. 고객예탁금은 예금자 보호법에 따라 보호될 뿐 아니라 증권거래법에 의해 증권금융에 별도로 예치돼 관리되므로 증권회사가 지급불능 등의 사유가 발생한 경우라도 곧바로 찾을 수 있다. 이 돈으로 언제든지 주식을 구입할 수 있는 만큼 고객예탁금이 증가하고 있다는 것은 주식을 사기 위해 기다리고 있는 유동성이 많다는 것을 의미한다. 반면 감소는 매수기반이 약화되고 있음을 뜻한다. 그러나 최근에는 은행과 증권계좌 간에 바로바로 결제가 이뤄져 고객예탁금을 지표로 삼기 어렵게 됐다. 간접투자상품이 활성화되면서 개인도 계좌에 돈을 묻어두지 않기 때문이다. 또 주식거래를 하기 위해 들어온 돈과 주식을 팔고 남은 돈이 모두 증권계좌에 들어오기 때문에 고객예탁금의 증감여부로만 주식시장 활성화를 판단할 수 없다. 고객예탁금이 특정시점에서 고객계좌 안에 있는 돈의 총액일 뿐 지표로 설명력이 많이 떨어지면서 실질예탁금이라는 개념을 사용한다. 실질예탁금은 주식매도 잔액을 감안해서 돈이 얼마나 줄고 느는지를 보여주기 때문에 개인 주식거래의 지표로 볼 수 있다.
429,경제,고정 금리 / 변동 금리,"고정 금리는 최초 약정한 금리가 만기 때까지 변하지 않는 금리이고, 변동 금리는 만기 때까지 일정 주기별로 시장 금리에 따라 변동하는 금리이다. 약정 기간 중 금리 변동에 따른 위험이 존재하기 때문에 일반적으로 고정 금리가 변동 금리보다 높다. 향후 시장 금리가 상승할 것으로 예상되는 경우 차입자의 입장에서는 고정 금리를 이용하는 것이 유리하고, 반대로 향후 시장 금리가 하락할 것으로 예상되는 경우 차입자의 입장에서는 변동 금리를 이용하는 것이 유리하다."
431,경제,고정금리,"일반적으로 금리는 '고정금리’와 '변동금리'로 나눌 수 있다. 고정금리는 상품에 가입한 기간 동안 시중금리가 아무리 큰 폭으로 변하더라도 이자율이 변하지 않는 것을 의미한다. 정기예금, 정기적금과 같은 예금상품은 대부분 고정금리이며, 채권, CP(기업어음), CD(양도성예금증서), 개발신탁 등도 고정금리를 준다. 이에 반해 변동금리는 적용되는 이자율이 가입기간 중에 계속 변하는 것을 말한다. 대출 후 금리가 큰 폭으로 상승했을 경우 고정금리는 변동금리보다 유리하지만 대출초기금리가 변동금리보다 1% 이상 높다. 반면, 변동금리는 대출초기금리가 고정금리보다 1%이상 낮지만 대출 후 금리가 큰 폭으로 상승할 경우에는 고정금리보다 불리하다. 또한 금리가 불확정적이므로 안정적인 생활설계에는 어려움이 있다. 따라서 고정금리와 변동금리 중 어느 상품에 투자할 것인지를 결정하는 데 있어서 가장 중요한 요인은 향후 금리 예측이라고 할 수 있다."
434,금융,골드만삭스 ,"국제 금융 시장을 주도하는 대표적인 투자은행 겸 증권회사. 1869년 독일계 유대인 마르쿠스 골드만이 뉴욕에 차린 약속어음 거래 회사를 모체로 시작됐다. 뉴욕에 본부를 두고 있으며, 해외 지사를 통해 기업의 인수합병과 채권발행 등의 사업을 펼친다. 2010년4월16일 미국의 증권거래위원회(SEC)는 골드만 삭스를 사기 혐의로 기소했다. 골드만 삭스가 서브프라임모기지론을 이용한 구조화 상품을 판매하면서 고객들에게 불리한 정보를 알면서도 제공하지 않았다는 혐의다. 골드만삭스 기소로 이날 뉴욕증시는 큰 폭으로 하락하는 등 전세계 금융시장이 직접적인 영향을 받았다. 여러 논란에도 불구하고 2015년에 세계 최대 투자은행이 되었고, 2017년 현재에도 성장세를 이어가고 있다. "
436,금융,골디락스,"성장세가 지속되더라도 인플레이션 우려가 거의 없는 이상적인 경제 상황. 골디락스는 골드(Gold, 금)와 락(lock, 머리카락)의 합성어로, 금발머리를 뜻하는 소녀의 이름이기도 하다. 이 소녀는 영국동화 '곰 세마리'에 등장한다. 동화 속에서 골디락스는 숲 속을 걷다 길을 잃고 곰 세마리가 사는 집에 도착하게 된다. 허기가 졌던 골디락스는 곰들이 끓여놓고 나간 3가지 온도의 수프 중 뜨겁지도 차갑지도 않은 적당한 온도의 수프를 선택해 만족스럽게 식사를 끝낸다. 골디락스 경제는 이처럼 뜨겁지도 차갑지도 않은 먹기 좋은 수프에서 유래했으며 고성장 속에서도 물가상승이 없는 이상적인 상황을 말한다. 1990년대 후반의 미국 경제가 골디락스의 대표적인 예다. 당시 미국은 정보기술(IT) 산업 육성으로 생산성이 향상돼 물가상승을 동반하지 않고도 수년간 4% 이상 고성장을 달성했다. "
437,금융,공개매수,"경영권을 지배하기 위해 주식의 매입을 희망하는 자가 매입 기간, 수량, 가격을 공표해서 증권시장 밖에서 공개적으로 매수하는 방법을 말한다. 특정기업을 인수하기 위해 시가보다 높은 가격으로 주식을 공개적으로 매입한다는 의사표시를 하는 방식으로 이루어진다.  주주들은 시가+G135보다 비싼 가격에 팔 수 있기 때문에 매도 의사를 표시하기 때문에 매입자는 단시일 내에 경영권을 행사할 수 있게 된다. 대상회사의 양해 하에 행하는 경우인 우호적 공개매수와 대상회사의 경영진 의사와 관계없이 진행되는 적대적 공개매수가 있다.  "
455,금융,공모,"회사를 설립하거나 증자할 때 일반투자자들로부터 자금을 모집하는 것을 말한다. 주식 공모는 불특정다수를 대상으로 신주를 발행하여 청약자를 모집한다. 기업은 공모를 통해 주주층을 확대하는 동시에 주식을 분산하여 시장성을 높이고 적대기업의 매점 등에 대항할 수 있게 된다. 공모에는 발행자가 직접 청약자를 모집하는 경우와 증권회사가 매개하는 경우가 있는데, 보통 후자가 일반적이다. 주식 공모는 주식의 시장가격을 기초로 발행가격이 정해진다."
457,금융,공모주청약 ,"기업이 공개를 통해 증권시장에 상장되는 경우 일반인으로부터 청약을 받아 주식을 배정하는 것을 의미한다. 공모주 청약에 의한 주식의 취득은, 공모 주식이 증권거래소에 상장된 후 주가가 대개 발행가를 웃돌아 공모주 청약을 하면 많은 시세 차익을 얻을 수 있다. 따라서 투자위험이 그리 크지 않으면서 상대적으로 높은 수익을 올리는 방법으로 알려져 인기가 많은 편이다. 일반 투자자들이 공모주 청약을 하기 위해서는 증권저축 또는 공모주 청약예금에 가입해야 한다."
459,금융,공모펀드,"공모펀드(Public Offering Fund)는 사업 확장 혹은 투자 확대를 위해서 회사의 증권이나 여타 금융 상품을 공공 시장에서 판매된다. 우선주, 보통주와 같은 일반 주식은 물론이고 다른 자산 또한 거래가 가능하다. 투자자(투자신탁업에서는 100인 이하, 증권투자업에서는 49인 이하)에게 증권이 판매되면 공모펀드로 취급된다. 증권을 발행하는 주체와 투자 은행이 시장에 대한 증권 공급 가격을 설정한다. "
463,공공,공시,"공신력을 갖는 증권거래소가 주가에 영향을 줄 만한 기업 내용이 발생하면 정기 또는 부정기적으로 신속하게 투자자, 즉 이해관계자(주주, 채권자, 투자자 등)를 위해 해당 기업의 재무내용 등 권리행사나 투자판단에 필요한 자료를 알리도록 의무화하는 제도다. 공시는 기업에 관한 정보제공 수단으로서 가장 공신력이 높아서 한 기업이 튼튼한지 어떤지 알 수 있는 가장 좋은 방법이다. 결산 재무제표, 감가상각 방법 변경, 주요 주주의 지분율 변화 등 기업의 세부적인 현황을 나타내고 있다. 미국의 경우 대공황을 계기로 1933년 증권법과 1934년 증권거래법에 의해 공시주의(Disclosure Philosophy)로 전환했으며, 우리나라도 기본적으로 미국과 같은 공시주의에 입각해 증권거래법상 기업의 유가증권 발행 및 유통과정에서 주요 사항의 공시를 의무화하고 있다."
464,공공,공시이율,"은행의 예금금리처럼 고객에게 지급되는 이자로 시중금리와 연동해 적용되는 일종의 보험 예정금리다. 보험회사들이 국고채(3년 또는 5년), 회사채(무보증 3년 AA-등급이상), 통화안정증권(1년), 양도성예금증서(91일) 유통수익률 등 금융감독원장이 정하는 객관적인 외부지표 금리에 일정이율을 가감한 이율과 운용자산이익률을 등을 반영해 자율적으로 매달 산출한다. 다만, 2001년 4월 이전에 판매된 일부 금리연동형 보험계약에 대해서는 보험개발원이 산출 공시한 공시기준이율의 일정 범위 내에서 결정한다."
465,공공,공시지가,"「지가공시 및 토지 등의 평가에 관한 법률」에 근거해 토지 이용 상황이나 주변 환경, 기타 자연적ㆍ사회적 조건이 일반적으로 유사하다고 인정되는 일단의 토지 중에서 대표할 수 있는 표준지를 선정하고 적정가격을 조사ㆍ평가해 결정ㆍ공시한다. 공시지가는 크게 ‘표준지공시지가’와 ‘개별공시지가’로 나눈다. 통상적으로 ‘공시지가’는 ‘표준지공시지가’를 의미한다. 공시지가는 1989년 토지공개념이 도입되면서 행정자치부의 과세시가표준액, 국토교통부의 기준시가, 국세청의 기준시가, 감정원의 감정시가 등이 일원화된 것이다. 공시지가는 토지시장의 지가정보를 제공하고 일반적인 토지거래의 지표가 되며, 국가ㆍ지방자치단체 등의 기관이 그 업무와 관련하여 지가를 산정하거나 감정평가업자가 개별적으로 토지를 감정 평가하는 기준이 된다."
466,공공,공시최고,당사자의 신고를 받은 법원이 불특정 상대편에게 권리를 신고할 것을 촉구하고 권리의 신고가 없을 때는 제권판결(실권판결)이나 실종선고를 하여 실권의 효과를 낳게 하는 절차를 말한다. 
490,금융,공채,"공채(Public Debt, Government Debt). 재정 조달을 위해 국가 또는 지방자치단체에서 발생시키는 채무를 의미한다. 공채의 모집지를 기준으로 내국채(Internal Debt)와 외국채(Foreign Debt)로 나뉘고, 발행주체에 따라 국채 및 지방채로, 조달 자금의 용도에 따라 생산공채와 비생산공채로 나뉜다."
498,공공,과세표준,"과세표준이란 과세물건의 가격, 수량, 중량, 용적 등을 수치화한 것으로 각 세목 세액 계산의 기준이 된다. 이는 각 세법이 정하는 바에 따라 계산된다. 따라서 과세표준에 세율을 곱하면 산출세액이 계산된다. 과세표준의 계산방법은 세목에 따라 다른데, 예를 들면 소득세는 각 개인의 연간 소득금액을 기초로 하여 과세표준을 계산하고, 부가가치세는 과세기간 동안의 사업자의 공급가액을 기초로 하여 계산한다"
529,금융,교환사채,"투자자가 보유한 채권을 일정시일 경과 후 발행회사가 보유중인 다른 회사 유가증권으로 교환할 수 있는 권리가 있는 사채를 말한다. 투자자는 장래 주식의 가격 상승에 따른 높은 시세차익을 얻을 수 있고, 발행회사는 낮은 이율로 사채를 발행하여 이자지급 부담을 덜어 사채발행을 통한 기업자금조달을 촉진시킬 수 있는 장점이 있으며, 투자의 안정성과 투기성을 겸비하고 있어 유리한 투자대상이 된다. 그러나 교환사채 교환시 급격한 자산감소가 발생하고, 교환 청구 대비에 따라 보유한 유가증권의 현금화를 통한 운용이 불가능하며, 예탁기관(증권예탁원)에 소정기간 동안 예치하여 보유 유가증권의 담보화 내지 고정자산화를 초래하는 단점이 있다. 자본의 증가를 수반하지 않으므로 발행사의 이사회 결의로써 발행되며, 발행회사는 교환에 필요한 증권(교환대상주식)을 교환청구기간이 만료하는 때까지 예탁결제원에 예탁해야 한다. 기발행 주식을 교부하게 되므로 별도의 주식상장절차가 필요하지 않으며, 예탁결제원은 예탁된 교환사채가 교환청구되면 교환대상주식을 계좌대체 방식으로 교부하게 된다. 사채권자의 교환권 행사 시 추가적인 자금부담이 없다는 점에서 신주인수권부사채와 다르며, 자본금의 증가가 수반되지 않는다는 점에서 전환사채와 다르다."
562,공공,국고채,"돈을 빌릴 경우, 아무런 증서 없이 돈을 빌릴 수는 없다. 규모가 작은 금액이라면 몰라도 거액을 빌리는 경우는 얼마를 빌리고, 언제까지 갚고, 빌린 돈에 매년 얼마의 이자를 내겠다고 약속하는 증표를 내준다. 이처럼 기업이나 정부 혹은 금융기관이 장기 자금 조달을 목적으로 자본시장에서 발행하는 유가 증권을 채권이라 한다. 발행 주체에 따라 채권의 이름을 달리할 뿐이다. 개인이 빌렸을 경우는 사채(私債)라고 하지만 이런 경우는 정상적인 금융시장을 통해 거래되지 않는다. 기업이 빌릴 경우 회사채라 하며, 은행이 빌리면 은행채라고 한다. 한편, 정부도 민간으로부터 자금을 조달하여 국민에게 여러 가지 공공 서비스를 공급하여 정부 사업을 수행한다. 이때 민간으로부터 돈을 빌리면서 발행하는 증서가 국고채다."
